OrderID,CustomerID,DishID,Feedback,Rating,Sentiment
O02824,C0056,R134,Too spicy for me,3,Neutral
O02825,C0300,R110,Perfectly cooked and tasty,5,Very Positive
O02826,C0282,R85,Not satisfied with the taste,2,Negative
O02827,C0107,R85,Too spicy for me,3,Neutral
O02828,C0286,R17,Not satisfied with the taste,2,Negative
O02829,C0221,R3,"Loved it, highly recommended",5,Very Positive
O02830,C0308,R142,"Very good, will order again",4,Positive
O02831,C0011,R59,Perfectly cooked and tasty,5,Very Positive
O02832,C0311,R159,"Loved it, highly recommended",5,Very Positive
O02833,C0278,R131,Will not order this again,3,Neutral
O02834,C0028,R21,"Very good, will order again",4,Positive
O02835,C0130,R141,"Very good, will order again",4,Positive
O02836,C0109,R28,Not satisfied with the taste,2,Negative
O02837,C0053,R55,Too spicy for me,3,Neutral
O02838,C0006,R146,Excellent taste and service,4,Positive
O02839,C0236,R44,"Loved it, highly recommended",5,Very Positive
O02840,C0299,R34,Will not order this again,3,Neutral
O02841,C0151,R42,Not satisfied with the taste,2,Negative
O02842,C0245,R111,Will not order this again,3,Neutral
O02843,C0300,R19,Perfectly cooked and tasty,5,Very Positive
O02844,C0203,R151,Service was slow but food good,4,Positive
O02845,C0205,R162,Service was slow but food good,4,Positive
O02846,C0073,R32,Service was slow but food good,4,Positive
O02847,C0164,R17,Service was slow but food good,4,Positive
O02848,C0214,R149,Perfectly cooked and tasty,5,Very Positive
O02849,C0017,R136,"Very good, will order again",4,Positive
O02850,C0229,R140,"Loved it, highly recommended",5,Very Positive
O02851,C0033,R42,Will not order this again,3,Neutral
O02852,C0267,R42,Perfectly cooked and tasty,5,Very Positive
O02853,C0311,R72,Average experience,3,Neutral
O02854,C0305,R135,Service was slow but food good,4,Positive
O02855,C0022,R90,Excellent taste and service,4,Positive
O02856,C0165,R134,Average experience,3,Neutral
O02857,C0276,R165,Too spicy for me,3,Neutral
O02858,C0132,R133,"Very good, will order again",4,Positive
O02859,C0108,R146,Service was slow but food good,4,Positive
O02860,C0181,R156,"Loved it, highly recommended",5,Very Positive
O02861,C0002,R145,Service was slow but food good,4,Positive
O02862,C0163,R135,Average experience,3,Neutral
O02863,C0255,R25,Not satisfied with the taste,2,Negative
O02864,C0267,R89,"Food was okay, can be improved",5,Very Positive
O02865,C0212,R145,Perfectly cooked and tasty,5,Very Positive
O02866,C0326,R105,"Very good, will order again",4,Positive
O02867,C0065,R152,"Loved it, highly recommended",5,Very Positive
O02868,C0186,R85,Average experience,3,Neutral
O02869,C0162,R56,"Food was okay, can be improved",5,Very Positive
O02870,C0058,R61,Not satisfied with the taste,2,Negative
O02871,C0043,R136,Service was slow but food good,4,Positive
O02872,C0224,R134,"Loved it, highly recommended",5,Very Positive
O02873,C0169,R71,Excellent taste and service,4,Positive
O02874,C0091,R74,"Very good, will order again",4,Positive
O02875,C0165,R168,Perfectly cooked and tasty,5,Very Positive
O02876,C0166,R139,Will not order this again,3,Neutral
O02877,C0246,R165,Service was slow but food good,4,Positive
O02878,C0042,R22,"Food was okay, can be improved",5,Very Positive
O02879,C0107,R28,Too spicy for me,3,Neutral
O02880,C0081,R9,"Very good, will order again",4,Positive
O02881,C0256,R150,"Food was okay, can be improved",5,Very Positive
O02882,C0328,R150,Average experience,3,Neutral
O02883,C0094,R12,Will not order this again,3,Neutral
O02884,C0227,R43,Perfectly cooked and tasty,5,Very Positive
O02885,C0268,R72,Will not order this again,3,Neutral
O02886,C0193,R90,Too spicy for me,3,Neutral
O02887,C0059,R25,Not satisfied with the taste,2,Negative
O02888,C0182,R144,Too spicy for me,3,Neutral
O02889,C0262,R110,Average experience,3,Neutral
O02890,C0235,R147,Perfectly cooked and tasty,5,Very Positive
O02891,C0216,R164,Excellent taste and service,4,Positive
O02892,C0199,R116,Excellent taste and service,4,Positive
O02893,C0249,R1,Perfectly cooked and tasty,5,Very Positive
O02894,C0120,R45,Excellent taste and service,4,Positive
O02895,C0142,R23,"Food was okay, can be improved",5,Very Positive
O02896,C0282,R55,Not satisfied with the taste,2,Negative
O02897,C0035,R16,Average experience,3,Neutral
O02898,C0221,R40,Will not order this again,3,Neutral
O02899,C0013,R148,Perfectly cooked and tasty,5,Very Positive
O02900,C0018,R89,Excellent taste and service,4,Positive
O02901,C0220,R131,Too spicy for me,3,Neutral
O02902,C0304,R38,Average experience,3,Neutral
O02903,C0051,R163,Perfectly cooked and tasty,5,Very Positive
O02904,C0316,R85,Average experience,3,Neutral
O02905,C0242,R135,"Loved it, highly recommended",5,Very Positive
O02906,C0010,R71,Will not order this again,3,Neutral
O02907,C0232,R72,"Very good, will order again",4,Positive
O02908,C0002,R3,"Very good, will order again",4,Positive
O02909,C0159,R168,"Loved it, highly recommended",5,Very Positive
O02910,C0326,R78,Not satisfied with the taste,2,Negative
O02911,C0006,R154,Will not order this again,3,Neutral
O02912,C0030,R137,Excellent taste and service,4,Positive
O02913,C0265,R82,Perfectly cooked and tasty,5,Very Positive
O02914,C0258,R160,Will not order this again,3,Neutral
O02915,C0227,R134,Too spicy for me,3,Neutral
O02916,C0247,R22,"Loved it, highly recommended",5,Very Positive
O02917,C0299,R5,Not satisfied with the taste,2,Negative
O02918,C0096,R2,Perfectly cooked and tasty,5,Very Positive
O02919,C0099,R60,Average experience,3,Neutral
O02920,C0310,R6,Service was slow but food good,4,Positive
O02921,C0186,R22,Not satisfied with the taste,2,Negative
O02922,C0119,R157,Perfectly cooked and tasty,5,Very Positive
O02923,C0175,R138,Excellent taste and service,4,Positive
O02924,C0223,R119,Service was slow but food good,4,Positive
O02925,C0241,R137,Excellent taste and service,4,Positive
O02926,C0266,R160,Will not order this again,3,Neutral
O02927,C0004,R167,"Loved it, highly recommended",5,Very Positive
O02928,C0042,R74,Average experience,3,Neutral
O02929,C0272,R149,Average experience,3,Neutral
O02930,C0103,R111,Average experience,3,Neutral
O02931,C0225,R28,Perfectly cooked and tasty,5,Very Positive
O02932,C0009,R137,"Very good, will order again",4,Positive
O02933,C0083,R13,Excellent taste and service,4,Positive
O02934,C0227,R140,Service was slow but food good,4,Positive
O02935,C0159,R50,Will not order this again,3,Neutral
O02936,C0001,R117,"Food was okay, can be improved",5,Very Positive
O02937,C0179,R149,Too spicy for me,3,Neutral
O02938,C0027,R30,Too spicy for me,3,Neutral
O02939,C0020,R26,Will not order this again,3,Neutral
O02940,C0147,R166,Average experience,3,Neutral
O02941,C0116,R141,Too spicy for me,3,Neutral
O02942,C0217,R19,Service was slow but food good,4,Positive
O02943,C0153,R18,"Very good, will order again",4,Positive
O02944,C0213,R143,"Very good, will order again",4,Positive
O02945,C0012,R33,Average experience,3,Neutral
O02946,C0150,R140,Too spicy for me,3,Neutral
O02947,C0197,R18,Perfectly cooked and tasty,5,Very Positive
O02948,C0099,R71,Excellent taste and service,4,Positive
O02949,C0025,R157,Excellent taste and service,4,Positive
O02950,C0065,R156,Excellent taste and service,4,Positive
O02951,C0276,R33,Will not order this again,3,Neutral
O02952,C0010,R43,Perfectly cooked and tasty,5,Very Positive
O02953,C0111,R8,Will not order this again,3,Neutral
O02954,C0241,R5,Will not order this again,3,Neutral
O02955,C0087,R48,"Very good, will order again",4,Positive
O02956,C0320,R34,Service was slow but food good,4,Positive
O02957,C0103,R35,Not satisfied with the taste,2,Negative
O02958,C0028,R64,"Food was okay, can be improved",5,Very Positive
O02959,C0064,R34,Not satisfied with the taste,2,Negative
O02960,C0263,R36,Will not order this again,3,Neutral
O02961,C0131,R88,"Very good, will order again",4,Positive
O02962,C0181,R111,Service was slow but food good,4,Positive
O02963,C0247,R137,"Food was okay, can be improved",5,Very Positive
O02964,C0102,R8,Excellent taste and service,4,Positive
O02965,C0260,R59,Average experience,3,Neutral
O02966,C0291,R85,"Very good, will order again",4,Positive
O02967,C0041,R40,Perfectly cooked and tasty,5,Very Positive
O02968,C0322,R72,Will not order this again,3,Neutral
O02969,C0084,R145,Too spicy for me,3,Neutral
O02970,C0279,R128,"Very good, will order again",4,Positive
O02971,C0152,R131,Perfectly cooked and tasty,5,Very Positive
O02972,C0239,R19,Excellent taste and service,4,Positive
O02973,C0270,R76,Not satisfied with the taste,2,Negative
O02974,C0101,R30,Service was slow but food good,4,Positive
O02975,C0119,R53,Perfectly cooked and tasty,5,Very Positive
O02976,C0032,R150,"Food was okay, can be improved",5,Very Positive
O02977,C0274,R149,"Loved it, highly recommended",5,Very Positive
O02978,C0127,R61,"Very good, will order again",4,Positive
O02979,C0057,R88,Service was slow but food good,4,Positive
O02980,C0285,R90,Not satisfied with the taste,2,Negative
O02981,C0191,R15,Too spicy for me,3,Neutral
O02982,C0307,R46,Not satisfied with the taste,2,Negative
O02983,C0247,R21,Not satisfied with the taste,2,Negative
O02984,C0022,R166,Too spicy for me,3,Neutral
O02985,C0006,R138,Service was slow but food good,4,Positive
O02986,C0282,R119,"Loved it, highly recommended",5,Very Positive
O02987,C0212,R83,Will not order this again,3,Neutral
O02988,C0009,R21,Service was slow but food good,4,Positive
O02989,C0177,R81,Service was slow but food good,4,Positive
O02990,C0171,R44,Will not order this again,3,Neutral
O02991,C0307,R111,Service was slow but food good,4,Positive
O02992,C0067,R25,Excellent taste and service,4,Positive
O02993,C0082,R165,Average experience,3,Neutral
O02994,C0291,R82,Service was slow but food good,4,Positive
O02995,C0107,R132,"Food was okay, can be improved",5,Very Positive
O02996,C0145,R161,Average experience,3,Neutral
O02997,C0252,R144,Will not order this again,3,Neutral
O02998,C0100,R79,Average experience,3,Neutral
O02999,C0064,R43,"Loved it, highly recommended",5,Very Positive
O03000,C0171,R142,Will not order this again,3,Neutral
O03001,C0182,R167,Too spicy for me,3,Neutral
O03002,C0259,R161,Will not order this again,3,Neutral
O03003,C0274,R68,Will not order this again,3,Neutral
O03004,C0250,R42,"Very good, will order again",4,Positive
O03005,C0210,R168,Excellent taste and service,4,Positive
O03006,C0018,R100,Too spicy for me,3,Neutral
O03007,C0141,R117,Service was slow but food good,4,Positive
O03008,C0181,R35,Service was slow but food good,4,Positive
O03009,C0167,R85,Average experience,3,Neutral
O03010,C0308,R60,Not satisfied with the taste,2,Negative
O03011,C0197,R153,"Loved it, highly recommended",5,Very Positive
O03012,C0136,R52,Average experience,3,Neutral
O03013,C0017,R38,Too spicy for me,3,Neutral
O03014,C0284,R26,Excellent taste and service,4,Positive
O03015,C0229,R87,"Very good, will order again",4,Positive
O03016,C0327,R139,Too spicy for me,3,Neutral
O03017,C0317,R120,Service was slow but food good,4,Positive
O03018,C0015,R145,Will not order this again,3,Neutral
O03019,C0272,R59,"Very good, will order again",4,Positive
O03020,C0269,R26,Average experience,3,Neutral
O03021,C0281,R132,Will not order this again,3,Neutral
O03022,C0215,R33,Average experience,3,Neutral
O03023,C0030,R124,Too spicy for me,3,Neutral
O03024,C0093,R68,Perfectly cooked and tasty,5,Very Positive
O03025,C0046,R10,Average experience,3,Neutral
O03026,C0306,R164,Service was slow but food good,4,Positive
O03027,C0012,R45,"Food was okay, can be improved",5,Very Positive
O03028,C0293,R63,Perfectly cooked and tasty,5,Very Positive
O03029,C0300,R134,Perfectly cooked and tasty,5,Very Positive
O03030,C0300,R54,Will not order this again,3,Neutral
O03031,C0001,R160,Service was slow but food good,4,Positive
O03032,C0288,R60,"Very good, will order again",4,Positive
O03033,C0164,R54,Will not order this again,3,Neutral
O03034,C0088,R74,"Very good, will order again",4,Positive
O03035,C0084,R138,Not satisfied with the taste,2,Negative
O03036,C0008,R142,Not satisfied with the taste,2,Negative
O03037,C0275,R25,Excellent taste and service,4,Positive
O03038,C0265,R169,"Food was okay, can be improved",5,Very Positive
O03039,C0046,R55,Excellent taste and service,4,Positive
O03040,C0197,R146,Average experience,3,Neutral
O03041,C0261,R168,"Very good, will order again",4,Positive
O03042,C0241,R85,Perfectly cooked and tasty,5,Very Positive
O03043,C0156,R38,Average experience,3,Neutral
O03044,C0313,R139,Will not order this again,3,Neutral
O03045,C0180,R18,"Very good, will order again",4,Positive
O03046,C0153,R7,"Food was okay, can be improved",5,Very Positive
O03047,C0285,R135,"Very good, will order again",4,Positive
O03048,C0074,R134,"Very good, will order again",4,Positive
O03049,C0050,R13,Will not order this again,3,Neutral
O03050,C0068,R84,Too spicy for me,3,Neutral
O03051,C0237,R11,"Food was okay, can be improved",5,Very Positive
O03052,C0182,R152,"Loved it, highly recommended",5,Very Positive
O03053,C0233,R2,Excellent taste and service,4,Positive
O03054,C0279,R18,Will not order this again,3,Neutral
O03055,C0298,R157,"Very good, will order again",4,Positive
O03056,C0330,R162,Not satisfied with the taste,2,Negative
O03057,C0098,R27,Average experience,3,Neutral
O03058,C0288,R8,"Food was okay, can be improved",5,Very Positive
O03059,C0032,R2,"Food was okay, can be improved",5,Very Positive
O03060,C0307,R13,Excellent taste and service,4,Positive
O03061,C0255,R144,Not satisfied with the taste,2,Negative
O03062,C0100,R26,"Food was okay, can be improved",5,Very Positive
O03063,C0066,R76,Average experience,3,Neutral
O03064,C0180,R140,Average experience,3,Neutral
O03065,C0145,R52,Perfectly cooked and tasty,5,Very Positive
O03066,C0035,R8,"Loved it, highly recommended",5,Very Positive
O03067,C0083,R63,"Food was okay, can be improved",5,Very Positive
O03068,C0137,R4,Excellent taste and service,4,Positive
O03069,C0311,R10,Excellent taste and service,4,Positive
O03070,C0303,R158,Perfectly cooked and tasty,5,Very Positive
O03071,C0142,R47,Excellent taste and service,4,Positive
O03072,C0283,R100,Perfectly cooked and tasty,5,Very Positive
O03073,C0178,R19,Service was slow but food good,4,Positive
O03074,C0183,R80,"Very good, will order again",4,Positive
O03075,C0234,R13,"Very good, will order again",4,Positive
O03076,C0036,R64,Will not order this again,3,Neutral
O03077,C0301,R127,"Very good, will order again",4,Positive
O03078,C0111,R45,Service was slow but food good,4,Positive
O03079,C0163,R149,Will not order this again,3,Neutral
O03080,C0171,R136,"Very good, will order again",4,Positive
O03081,C0051,R75,Service was slow but food good,4,Positive
O03082,C0242,R64,Too spicy for me,3,Neutral
O03083,C0081,R150,Not satisfied with the taste,2,Negative
O03084,C0188,R35,"Very good, will order again",4,Positive
O03085,C0260,R169,Average experience,3,Neutral
O03086,C0029,R131,Not satisfied with the taste,2,Negative
O03087,C0300,R156,Will not order this again,3,Neutral
O03088,C0298,R156,Not satisfied with the taste,2,Negative
O03089,C0079,R71,Perfectly cooked and tasty,5,Very Positive
O03090,C0078,R14,Excellent taste and service,4,Positive
O03091,C0015,R83,"Food was okay, can be improved",5,Very Positive
O03092,C0006,R90,Will not order this again,3,Neutral
O03093,C0211,R43,Excellent taste and service,4,Positive
O03094,C0088,R158,"Very good, will order again",4,Positive
O03095,C0260,R117,Perfectly cooked and tasty,5,Very Positive
O03096,C0238,R11,Average experience,3,Neutral
O03097,C0025,R42,Average experience,3,Neutral
O03098,C0197,R40,Perfectly cooked and tasty,5,Very Positive
O03099,C0128,R169,Excellent taste and service,4,Positive
O03100,C0149,R57,Too spicy for me,3,Neutral
O03101,C0154,R62,Not satisfied with the taste,2,Negative
O03102,C0103,R143,Will not order this again,3,Neutral
O03103,C0268,R136,Too spicy for me,3,Neutral
O03104,C0261,R10,Will not order this again,3,Neutral
O03105,C0104,R43,"Food was okay, can be improved",5,Very Positive
O03106,C0248,R142,"Loved it, highly recommended",5,Very Positive
O03107,C0101,R59,Excellent taste and service,4,Positive
O03108,C0312,R38,"Food was okay, can be improved",5,Very Positive
O03109,C0180,R88,Perfectly cooked and tasty,5,Very Positive
O03110,C0330,R54,Service was slow but food good,4,Positive
O03111,C0157,R167,Service was slow but food good,4,Positive
O03112,C0148,R61,Excellent taste and service,4,Positive
O03113,C0074,R34,Excellent taste and service,4,Positive
O03114,C0144,R89,Excellent taste and service,4,Positive
O03115,C0221,R19,"Loved it, highly recommended",5,Very Positive
O03116,C0025,R73,Too spicy for me,3,Neutral
O03117,C0029,R56,Average experience,3,Neutral
O03118,C0224,R158,Not satisfied with the taste,2,Negative
O03119,C0301,R147,"Food was okay, can be improved",5,Very Positive
O03120,C0058,R165,Excellent taste and service,4,Positive
O03121,C0284,R63,"Food was okay, can be improved",5,Very Positive
O03122,C0095,R137,Average experience,3,Neutral
O03123,C0115,R151,"Loved it, highly recommended",5,Very Positive
O03124,C0159,R17,Perfectly cooked and tasty,5,Very Positive
O03125,C0035,R12,Service was slow but food good,4,Positive
O03126,C0084,R9,Average experience,3,Neutral
O03127,C0011,R76,Will not order this again,3,Neutral
O03128,C0086,R64,"Loved it, highly recommended",5,Very Positive
O03129,C0150,R10,Excellent taste and service,4,Positive
O03130,C0151,R50,"Food was okay, can be improved",5,Very Positive
O03131,C0262,R43,Perfectly cooked and tasty,5,Very Positive
O03132,C0249,R84,"Food was okay, can be improved",5,Very Positive
O03133,C0300,R160,Excellent taste and service,4,Positive
O03134,C0037,R3,Average experience,3,Neutral
O03135,C0310,R35,"Loved it, highly recommended",5,Very Positive
O03136,C0328,R32,Perfectly cooked and tasty,5,Very Positive
O03137,C0249,R154,Perfectly cooked and tasty,5,Very Positive
O03138,C0225,R105,Service was slow but food good,4,Positive
O03139,C0326,R136,"Loved it, highly recommended",5,Very Positive
O03140,C0308,R166,Service was slow but food good,4,Positive
O03141,C0291,R147,Average experience,3,Neutral
O03142,C0195,R27,Will not order this again,3,Neutral
O03143,C0050,R150,Perfectly cooked and tasty,5,Very Positive
O03144,C0223,R15,Perfectly cooked and tasty,5,Very Positive
O03145,C0241,R16,Not satisfied with the taste,2,Negative
O03146,C0088,R33,"Food was okay, can be improved",5,Very Positive
O03147,C0140,R79,Too spicy for me,3,Neutral
O03148,C0257,R86,Excellent taste and service,4,Positive
O03149,C0039,R75,Not satisfied with the taste,2,Negative
O03150,C0112,R162,Not satisfied with the taste,2,Negative
O03151,C0196,R12,Average experience,3,Neutral
O03152,C0328,R28,Service was slow but food good,4,Positive
O03153,C0077,R43,Too spicy for me,3,Neutral
O03154,C0324,R30,"Loved it, highly recommended",5,Very Positive
O03155,C0315,R29,Not satisfied with the taste,2,Negative
O03156,C0246,R19,Service was slow but food good,4,Positive
O03157,C0001,R136,Service was slow but food good,4,Positive
O03158,C0281,R24,Average experience,3,Neutral
O03159,C0226,R139,"Loved it, highly recommended",5,Very Positive
O03160,C0256,R120,Not satisfied with the taste,2,Negative
O03161,C0284,R75,Excellent taste and service,4,Positive
O03162,C0249,R32,Not satisfied with the taste,2,Negative
O03163,C0201,R62,Not satisfied with the taste,2,Negative
O03164,C0020,R100,Perfectly cooked and tasty,5,Very Positive
O03165,C0226,R82,Excellent taste and service,4,Positive
O03166,C0104,R152,"Food was okay, can be improved",5,Very Positive
O03167,C0293,R43,"Food was okay, can be improved",5,Very Positive
O03168,C0161,R83,Average experience,3,Neutral
O03169,C0144,R35,Average experience,3,Neutral
O03170,C0103,R45,"Loved it, highly recommended",5,Very Positive
O03171,C0011,R149,Too spicy for me,3,Neutral
O03172,C0277,R150,Not satisfied with the taste,2,Negative
O03173,C0270,R50,Perfectly cooked and tasty,5,Very Positive
O03174,C0265,R28,Not satisfied with the taste,2,Negative
O03175,C0325,R142,"Loved it, highly recommended",5,Very Positive
O03176,C0216,R7,Perfectly cooked and tasty,5,Very Positive
O03177,C0138,R71,"Loved it, highly recommended",5,Very Positive
O03178,C0024,R148,Service was slow but food good,4,Positive
O03179,C0142,R80,Will not order this again,3,Neutral
O03180,C0108,R33,Service was slow but food good,4,Positive
O03181,C0297,R132,"Loved it, highly recommended",5,Very Positive
O03182,C0184,R52,"Food was okay, can be improved",5,Very Positive
O03183,C0324,R144,Perfectly cooked and tasty,5,Very Positive
O03184,C0126,R168,Perfectly cooked and tasty,5,Very Positive
O03185,C0120,R2,"Very good, will order again",4,Positive
O03186,C0194,R161,Service was slow but food good,4,Positive
O03187,C0307,R82,Excellent taste and service,4,Positive
O03188,C0203,R112,Not satisfied with the taste,2,Negative
O03189,C0194,R57,"Very good, will order again",4,Positive
O03190,C0234,R75,Too spicy for me,3,Neutral
O03191,C0241,R62,Excellent taste and service,4,Positive
O03192,C0176,R20,"Loved it, highly recommended",5,Very Positive
O03193,C0047,R24,Perfectly cooked and tasty,5,Very Positive
O03194,C0067,R154,"Loved it, highly recommended",5,Very Positive
O03195,C0104,R5,Excellent taste and service,4,Positive
O03196,C0178,R119,Will not order this again,3,Neutral
O03197,C0004,R135,Service was slow but food good,4,Positive
O03198,C0298,R68,Service was slow but food good,4,Positive
O03199,C0080,R56,Average experience,3,Neutral
O03200,C0010,R6,"Food was okay, can be improved",5,Very Positive
O03201,C0271,R148,Service was slow but food good,4,Positive
O03202,C0236,R1,Not satisfied with the taste,2,Negative
O03203,C0319,R155,"Loved it, highly recommended",5,Very Positive
O03204,C0278,R71,"Very good, will order again",4,Positive
O03205,C0039,R77,Too spicy for me,3,Neutral
O03206,C0215,R110,Service was slow but food good,4,Positive
O03207,C0079,R147,"Food was okay, can be improved",5,Very Positive
O03208,C0013,R67,Excellent taste and service,4,Positive
O03209,C0032,R165,"Food was okay, can be improved",5,Very Positive
O03210,C0329,R138,Perfectly cooked and tasty,5,Very Positive
O03211,C0287,R81,Too spicy for me,3,Neutral
O03212,C0022,R90,"Food was okay, can be improved",5,Very Positive
O03213,C0111,R80,Not satisfied with the taste,2,Negative
O03214,C0081,R33,"Food was okay, can be improved",5,Very Positive
O03215,C0228,R52,Will not order this again,3,Neutral
O03216,C0193,R47,Perfectly cooked and tasty,5,Very Positive
O03217,C0222,R135,"Loved it, highly recommended",5,Very Positive
O03218,C0099,R84,"Very good, will order again",4,Positive
O03219,C0033,R165,"Food was okay, can be improved",5,Very Positive
O03220,C0284,R45,Will not order this again,3,Neutral
O03221,C0187,R124,Perfectly cooked and tasty,5,Very Positive
O03222,C0322,R148,Service was slow but food good,4,Positive
O03223,C0136,R75,Service was slow but food good,4,Positive
O03224,C0082,R63,"Food was okay, can be improved",5,Very Positive
O03225,C0093,R148,Will not order this again,3,Neutral
O03226,C0174,R50,Perfectly cooked and tasty,5,Very Positive
O03227,C0041,R169,"Loved it, highly recommended",5,Very Positive
O03228,C0153,R117,"Very good, will order again",4,Positive
O03229,C0177,R63,"Food was okay, can be improved",5,Very Positive
O03230,C0178,R25,Average experience,3,Neutral
O03231,C0038,R105,Average experience,3,Neutral
O03232,C0173,R141,Service was slow but food good,4,Positive
O03233,C0198,R156,"Loved it, highly recommended",5,Very Positive
O03234,C0097,R57,"Very good, will order again",4,Positive
O03235,C0083,R42,Excellent taste and service,4,Positive
O03236,C0246,R154,"Loved it, highly recommended",5,Very Positive
O03237,C0002,R151,Too spicy for me,3,Neutral
O03238,C0211,R89,Excellent taste and service,4,Positive
O03239,C0270,R33,Will not order this again,3,Neutral
O03240,C0271,R53,Too spicy for me,3,Neutral
O03241,C0061,R46,Will not order this again,3,Neutral
O03242,C0187,R151,"Food was okay, can be improved",5,Very Positive
O03243,C0262,R11,"Very good, will order again",4,Positive
O03244,C0255,R20,"Food was okay, can be improved",5,Very Positive
O03245,C0090,R12,Average experience,3,Neutral
O03246,C0066,R45,Will not order this again,3,Neutral
O03247,C0203,R112,Service was slow but food good,4,Positive
O03248,C0164,R71,Excellent taste and service,4,Positive
O03249,C0294,R28,Average experience,3,Neutral
O03250,C0275,R73,Will not order this again,3,Neutral
O03251,C0055,R40,Will not order this again,3,Neutral
O03252,C0313,R132,Will not order this again,3,Neutral
O03253,C0077,R50,"Loved it, highly recommended",5,Very Positive
O03254,C0182,R33,Will not order this again,3,Neutral
O03255,C0122,R50,Will not order this again,3,Neutral
O03256,C0222,R53,Perfectly cooked and tasty,5,Very Positive
O03257,C0223,R127,"Very good, will order again",4,Positive
O03258,C0128,R105,Not satisfied with the taste,2,Negative
O03259,C0192,R110,Service was slow but food good,4,Positive
O03260,C0096,R67,Perfectly cooked and tasty,5,Very Positive
O03261,C0029,R36,"Loved it, highly recommended",5,Very Positive
O03262,C0241,R100,Excellent taste and service,4,Positive
O03263,C0131,R24,Not satisfied with the taste,2,Negative
O03264,C0083,R151,"Loved it, highly recommended",5,Very Positive
O03265,C0049,R13,Perfectly cooked and tasty,5,Very Positive
O03266,C0224,R79,"Very good, will order again",4,Positive
O03267,C0192,R116,"Food was okay, can be improved",5,Very Positive
O03268,C0151,R27,Service was slow but food good,4,Positive
O03269,C0043,R100,Excellent taste and service,4,Positive
O03270,C0097,R148,Not satisfied with the taste,2,Negative
O03271,C0174,R143,"Loved it, highly recommended",5,Very Positive
O03272,C0188,R134,Perfectly cooked and tasty,5,Very Positive
O03273,C0087,R157,Excellent taste and service,4,Positive
O03274,C0254,R88,Too spicy for me,3,Neutral
O03275,C0085,R151,Too spicy for me,3,Neutral
O03276,C0065,R131,"Very good, will order again",4,Positive
O03277,C0282,R22,"Loved it, highly recommended",5,Very Positive
O03278,C0107,R46,Will not order this again,3,Neutral
O03279,C0024,R17,Not satisfied with the taste,2,Negative
O03280,C0277,R77,"Very good, will order again",4,Positive
O03281,C0198,R40,Average experience,3,Neutral
O03282,C0098,R3,"Food was okay, can be improved",5,Very Positive
O03283,C0049,R8,Service was slow but food good,4,Positive
O03284,C0264,R20,Perfectly cooked and tasty,5,Very Positive
O03285,C0164,R137,"Food was okay, can be improved",5,Very Positive
O03286,C0039,R163,Not satisfied with the taste,2,Negative
O03287,C0279,R128,"Loved it, highly recommended",5,Very Positive
O03288,C0015,R54,Too spicy for me,3,Neutral
O03289,C0155,R167,Will not order this again,3,Neutral
O03290,C0226,R6,Excellent taste and service,4,Positive
O03291,C0177,R117,"Very good, will order again",4,Positive
O03292,C0092,R38,Too spicy for me,3,Neutral
O03293,C0094,R143,Average experience,3,Neutral
O03294,C0192,R75,"Very good, will order again",4,Positive
O03295,C0290,R45,Too spicy for me,3,Neutral
O03296,C0101,R161,Will not order this again,3,Neutral
O03297,C0219,R4,Perfectly cooked and tasty,5,Very Positive
O03298,C0081,R131,Service was slow but food good,4,Positive
O03299,C0329,R79,Excellent taste and service,4,Positive
O03300,C0316,R154,Service was slow but food good,4,Positive
O03301,C0020,R153,Too spicy for me,3,Neutral
O03302,C0103,R119,Service was slow but food good,4,Positive
O03303,C0254,R17,Excellent taste and service,4,Positive
O03304,C0226,R116,Perfectly cooked and tasty,5,Very Positive
O03305,C0075,R90,Will not order this again,3,Neutral
O03306,C0069,R5,"Food was okay, can be improved",5,Very Positive
O03307,C0210,R63,Will not order this again,3,Neutral
O03308,C0076,R60,Excellent taste and service,4,Positive
O03309,C0095,R38,Service was slow but food good,4,Positive
O03310,C0166,R5,Average experience,3,Neutral
O03311,C0200,R133,"Very good, will order again",4,Positive
O03312,C0216,R32,Will not order this again,3,Neutral
O03313,C0111,R83,Service was slow but food good,4,Positive
O03314,C0275,R135,"Very good, will order again",4,Positive
O03315,C0073,R45,"Very good, will order again",4,Positive
O03316,C0061,R47,"Very good, will order again",4,Positive
O03317,C0279,R4,Perfectly cooked and tasty,5,Very Positive
O03318,C0194,R11,"Food was okay, can be improved",5,Very Positive
O03319,C0211,R11,Average experience,3,Neutral
O03320,C0190,R55,Service was slow but food good,4,Positive
O03321,C0242,R18,Not satisfied with the taste,2,Negative
O03322,C0079,R18,Average experience,3,Neutral
O03323,C0108,R8,"Food was okay, can be improved",5,Very Positive
O03324,C0075,R22,"Very good, will order again",4,Positive
O03325,C0190,R34,Perfectly cooked and tasty,5,Very Positive
O03326,C0280,R135,Excellent taste and service,4,Positive
O03327,C0306,R160,"Loved it, highly recommended",5,Very Positive
O03328,C0243,R27,"Very good, will order again",4,Positive
O03329,C0042,R55,Too spicy for me,3,Neutral
O03330,C0179,R82,Perfectly cooked and tasty,5,Very Positive
O03331,C0125,R153,Too spicy for me,3,Neutral
O03332,C0105,R136,Will not order this again,3,Neutral
O03333,C0088,R83,Will not order this again,3,Neutral
O03334,C0203,R7,"Food was okay, can be improved",5,Very Positive
